Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDH35,18.25,0.059956876,165.4526,OUT027,1985,5262.4832,1.0319385007878608,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB51,6.92,0.038532062,60.5852,OUT045,2002,1314.2892,1.001095885421211,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX44,9.3,0.043209581,90.8172,OUT017,2007,535.3032,0.9275067689403469,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN07,18.5,0.056816465,132.1284,OUT010,1998,263.6568,1.4641166640747971,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCC31,8.02,0.019866705,154.5972,OUT035,2004,1402.1748,0.9583206892729483,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCX54,9.195,0.048331717,105.1622,OUT017,2007,1693.7952,0.9348909809950855,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCO55,12.8,0.091221855,105.5938,OUT045,2002,2143.876,0.8765027636722214,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCC30,16.6,0.027622076000000002,177.6344,OUT049,1999,2676.5159999999996,0.9310779320436928,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDI16,14.0,0.14164533829999998,53.06399999999999,OUT035,2004,905.488,1.0,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDP16,18.6,0.039355947,246.3802,OUT049,1999,7370.406,0.9310779430846443,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB11,16.0,0.060836524,226.8404,OUT035,2004,6301.1312,0.9294568219899721,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCB06,17.6,0.082316506,160.692,OUT035,2004,1597.92,0.929456818503636,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDA45,21.25,0.155350299,178.237,OUT035,2004,529.311,1.1423485111787088,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCO26,7.235,0.076841095,117.5492,OUT035,2004,1969.4364,0.9294568161541141,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRJ25,14.6,0.151419185,50.3692,OUT017,2007,1034.6532,0.9348909874937066,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDR28,13.85,0.026001976,161.52100000000002,OUT018,2009,1794.3310000000001,0.9334195337935713,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDI04,13.65,0.073209447,197.6426,OUT018,2009,2768.3964,0.8782920695301611,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRK12,9.5,0.041683481,31.29,OUT027,1985,898.83,1.118510677614236,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDX20,7.365,0.042560252,226.172,OUT046,1997,3169.208,0.9222899096810624,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCI18,18.35,0.014081156000000001,223.5746,OUT018,2009,3589.9936,1.0031395315671328,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB36,5.465,0.030340533875000006,132.5626,OUT018,2009,262.3252,1.0,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDN13,18.6,0.152918384,99.8358,OUT017,2007,1910.1802,0.9275067616421127,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRD24,13.85,0.030969273999999998,140.9154,OUT017,2007,1701.7848,0.8796766065967719,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDQ28,14.0,0.06037677599999999,154.5656,OUT013,1987,2471.4496,0.9581548452467621,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM22,14.0,0.04192285,54.763999999999996,OUT013,1987,1331.6,0.9577807072177706,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR07,21.349999999999998,0.077367431,97.0094,OUT027,1985,1808.9786,0.8704928811879857,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV25,5.905,0.045838211,222.5456,OUT018,2009,3315.684,1.032019303296592,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRF49,7.27,0.071077939,114.2518,OUT046,1997,2618.5914,0.9222899205805942,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDW51,6.155,0.09465987099999999,214.55599999999998,OUT046,1997,2769.728,0.9296326010221122,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRL01,19.5,0.077608838,233.4958,OUT017,2007,5375.0034,0.9640005180117761,6,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDP25,15.2,0.021327477,216.8824,OUT017,2007,2838.9712,0.8796766086282274,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL50,12.15,0.042485444000000004,125.0046,OUT018,2009,1743.0644,1.0029791841441567,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCB30,14.599999999999998,0.025578526,198.8084,OUT027,1985,5555.4352,0.8588781859041476,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDW11,12.6,0.048980800000000005,61.9194,OUT018,2009,619.194,0.9334195363385649,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM43,14.5,0.019471688,164.821,OUT035,2004,2120.573,0.8745633861423519,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDK44,16.6,0.122918852,173.0738,OUT017,2007,3823.0236,1.0334068463863535,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM15,11.8,0.057373797000000004,151.4366,OUT013,1987,1360.2294,1.0269215074287217,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS31,13.1,0.044155597000000005,178.8318,OUT013,1987,3969.4996,1.2835635625069757,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI32,17.7,0.291865402,115.1834,OUT010,1998,345.5502,1.7757189021520592,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR47,17.85,0.0853547126,196.5794,OUT010,1998,585.2382,1.0,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDB35,12.3,0.064750025,92.6804,OUT045,2002,1010.6844,0.8765027642551428,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCU05,11.8,0.098312421,81.4618,OUT010,1998,161.1236,1.556014400369685,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DRY23,9.394999999999998,0.191013663,42.1112,OUT019,1985,42.6112,1.614810591823397,28,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDO24,11.1,0.176573035,157.4604,OUT045,2002,3010.7476,1.154451505620405,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ28,14.0,0.060134441,153.0656,OUT027,1985,6024.1584,0.9543090874934353,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV39,11.3,0.0072946519999999996,198.1426,OUT045,2002,988.7130000000001,1.1262327974121638,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCO17,10.0,0.128478462,117.944,OUT019,1985,239.688,2.030821695588021,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDU50,5.75,0.075107656,112.8176,OUT013,1987,1374.2112,1.1413557259797926,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT12,6.215,0.049381405999999996,226.8062,OUT027,1985,4739.8302,1.0279231323482272,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK58,11.35,0.045165795999999994,100.0016,OUT018,2009,1012.0160000000001,1.1647421241026197,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO08,11.099999999999998,0.09415375,165.7526,OUT019,1985,657.8104,1.6790026719759485,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCW29,14.0,0.028907832,130.431,OUT049,1999,778.9860000000001,0.8760887780212523,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE04,19.75,0.018059621,179.766,OUT045,2002,2336.958,1.0388202836684413,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCB19,6.525,0.09043609400000001,85.0882,OUT049,1999,2233.0932,0.9237238358273694,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDV15,10.3,0.146399712,103.9648,OUT049,1999,1661.8368,0.9237238319507569,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDL58,5.78,0.07426435599999999,264.7568,OUT049,1999,4745.8224,0.9605895800086919,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDA08,11.85,0.050186725999999994,164.1526,OUT045,2002,3124.5994,1.0296561079411697,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT43,16.35,0.020631654,50.1324,OUT018,2009,467.3916,0.8782920556602148,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCX06,17.599999999999998,0.01561108,182.5976,OUT027,1985,5070.7328,0.8704929095813484,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDT20,10.5,0.041395445,37.6164,OUT046,1997,540.6296,0.9296325980403759,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB41,19.0,0.097313129,48.0718,OUT046,1997,992.7078,0.8747287957135111,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCN55,14.6,0.059582996,238.8538,OUT049,1999,6008.845,1.038306987239153,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE40,15.599999999999998,0.09866365199999999,62.9194,OUT027,1985,2105.2596,1.0230940301501106,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDX49,4.615000000000001,0.101338651,232.63,OUT027,1985,5359.69,0.9946778264859069,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCM53,18.75,0.052146455999999994,104.62799999999999,OUT045,2002,745.696,0.9315179299020399,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDE36,5.26,0.041764487,161.8868,OUT035,2004,3275.736,0.9579524690556221,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN57,18.25,0.054344185999999996,140.2154,OUT045,2002,1701.7848,0.9241603485727962,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI24,10.299999999999999,0.07836248400000001,177.937,OUT027,1985,6704.606,0.9178236833668947,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI19,15.1,0.052339069,242.7512,OUT046,1997,4119.9704,1.0423259499096666,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF24,15.5,0.042464962,81.5934,OUT010,1998,327.5736,1.5560144068778499,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDG52,13.65,0.06573288299999999,45.7402,OUT049,1999,780.9834,1.0006230405301115,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRF36,16.1,0.023625114,189.3846,OUT045,2002,3630.6074,0.9315179356850788,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDS45,5.175,0.051643608,107.3622,OUT019,1985,317.5866,1.531537193669292,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDX40,12.85,0.165694219,39.7164,OUT010,1998,231.6984,1.6044346451457265,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRK12,9.5,0.041878397000000005,32.99,OUT035,2004,133.16,1.1237409420261228,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRC27,13.8,0.058091482,245.1802,OUT035,2004,5650.6446,0.8745633898078159,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDL58,5.78,0.07731122380000001,263.7568,OUT017,2007,2636.5679999999998,1.0,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCD30,19.7,0.026903714,96.0726,OUT045,2002,1272.3438,1.0382411437939263,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCZ54,14.65,0.0813447597,161.5552,OUT010,1998,324.9104,1.0,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDE10,6.67,0.150554711,130.0626,OUT010,1998,131.1626,1.7355638562226758,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR44,6.11,0.09157041555555556,131.2968,OUT010,1998,260.9936,1.0,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP28,13.65,0.13497562800000001,260.0936,OUT010,1998,260.9936,1.5560143938388802,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDX15,17.2,0.15616879,160.6578,OUT013,1987,3690.5294,0.9982383500644568,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA39,6.32,0.011040999499999999,40.2822,OUT035,2004,1139.1838,1.0,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY24,4.88,0.133700752,52.9298,OUT049,1999,1995.4026,1.0620630277163012,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC60,5.425,0.115119905,88.3514,OUT017,2007,1416.8224,0.8796766119655859,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH28,15.85,0.11003099699999999,37.2506,OUT046,1997,265.6542,0.9581336434912332,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT25,7.5,0.051038045,121.7072,OUT017,2007,3552.7088,0.8796766155939332,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ13,12.65,0.062837968,161.5578,OUT013,1987,2406.867,0.9288589854817186,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCO07,9.06,0.017116983,211.956,OUT019,1985,213.05599999999998,1.6148106140981398,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDW20,20.75,0.024129332000000003,124.17299999999999,OUT013,1987,2956.152,1.0358550520433913,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRF27,8.93,0.049754975,152.134,OUT019,1985,153.134,1.614810585881248,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDS49,9.0,0.07721649277777778,79.7644,OUT035,2004,1649.8524,1.0,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX25,16.7,0.101561568,181.9292,OUT027,1985,3101.2964,1.3259467818534034,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCX42,6.36,0.0059496440000000005,165.6526,OUT027,1985,4769.1254,0.9178237065234705,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDG33,5.365000000000001,0.13956116,170.4764,OUT027,1985,3435.528,0.870492878994874,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL56,14.1,0.126035694,86.4198,OUT045,2002,1133.8574,0.9241603432989562,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF14,7.55,0.027164679,152.334,OUT035,2004,2603.278,0.9988808467785639,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCD06,13.0,0.099325278,45.406000000000006,OUT046,1997,605.878,0.9222899126493381,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
DRM47,9.299999999999999,0.04357366,192.8846,OUT027,1985,2293.0152,0.9251308182990381,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDS46,17.599999999999998,0.082741482,118.7782,OUT019,1985,119.1782,1.61481058939147,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB35,12.3,0.064565202,92.9804,OUT013,1987,1929.4884,0.8740008676088028,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX21,7.049999999999999,0.08455456900000001,109.8912,OUT027,1985,2074.6328,0.8704928772575169,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCU05,11.799999999999999,0.058451805,79.9618,OUT027,1985,241.6854,0.9251308164570655,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCR38,17.25,0.113748685,251.3724,OUT045,2002,6795.1548,0.9241603485949121,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCR18,15.85,0.020603511,42.7112,OUT017,2007,639.168,1.004720877494126,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCU41,18.85,0.052044976,192.1846,OUT035,2004,3248.4382,0.9294568228249105,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY56,16.35,0.06276442900000001,227.6062,OUT017,2007,7222.5984,0.8796766183746416,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRJ51,14.1,0.08797726199999999,229.0668,OUT035,2004,3225.1352,1.0275824512146627,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDK21,7.905,0.010010425,249.0408,OUT035,2004,3755.112,0.929456772139558,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY25,12.0,0.033946163,179.3976,OUT013,1987,3440.8544,1.1409453715997848,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU44,12.15,0.058414678,163.4552,OUT035,2004,974.7312,0.9221155208157991,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL43,10.1,0.027106459,75.367,OUT049,1999,535.969,0.9237238291767561,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF05,17.5,0.027022882999999998,262.491,OUT017,2007,5259.82,0.9275067682026313,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRF15,18.349999999999998,0.058153409,152.034,OUT019,1985,306.268,1.6782131689970188,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDL20,17.1,0.128937661,112.3886,OUT018,2009,1779.0176,1.0317803355138695,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV32,7.785,0.088846306,61.451,OUT049,1999,759.012,0.9237238330945345,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ34,11.8,0.09357779,125.9704,OUT013,1987,1877.556,0.9982383511881214,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG08,13.15,0.165694678,171.8764,OUT045,2002,3779.0808,1.0303437680947067,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ04,6.3999999999999995,0.148392623,41.5796,OUT019,1985,41.2796,1.6786733810107286,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDW13,8.5,0.098438394,51.1324,OUT017,2007,259.66200000000003,0.8796766140909911,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCI17,8.645,0.143303291,96.34100000000001,OUT013,1987,193.082,1.026921509391056,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY03,17.6,0.076276208,110.9202,OUT045,2002,1687.8029999999999,0.8765027676307248,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS12,9.1,0.175103435,127.5362,OUT017,2007,4655.9394,0.8796766150349392,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ55,12.8,0.023511371,225.9404,OUT013,1987,4950.8888,0.9288589687622344,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRK01,7.63,0.06105276,95.4436,OUT035,2004,1418.154,0.9221155171880655,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDG28,9.285,0.049559042000000005,246.4144,OUT017,2007,1225.072,1.1303110164198993,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY38,13.6,0.119418124,231.03,OUT045,2002,5359.69,0.9241603470477054,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN01,8.895,0.072545601,176.237,OUT045,2002,1764.37,1.062336452318727,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCR54,16.35,0.090486828,195.21099999999998,OUT013,1987,2553.343,1.0267170402698425,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDG29,17.6,0.056245075,43.3454,OUT013,1987,1006.6896,0.9982383454996632,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG24,7.975,0.014618973,85.225,OUT013,1987,1081.925,0.9982383389253319,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG59,15.85,0.04347912599999999,36.7164,OUT017,2007,308.9312,1.0333086661974697,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM28,15.7,0.045166237000000005,178.666,OUT013,1987,2516.724,0.8740008676956752,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW04,8.985,0.057827101,128.83100000000002,OUT046,1997,1428.141,1.140853881582239,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS26,20.35,0.089394766,260.1594,OUT013,1987,2093.2752,0.9288589881354257,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ56,6.59,0.10550944,85.6908,OUT013,1987,1929.4884,0.9288589857726305,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK51,19.85,0.005234153,264.0884,OUT035,2004,5829.7448,1.0367639674639144,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL22,16.85,0.036390174,91.4488,OUT046,1997,2082.6224,0.922289909496564,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
